,extra_id,text,name,class_simple,topics,fasttext_all,fasttext_results,fasttext_results2,class_simple_pred_label,class_simple_pred_acc,class_simple_pred_label2,class_simple_pred_acc2,sent_score_pred_label,sent_score_pred_acc,class_simple_pred_label_acc_combined,topic
6175,6175, expanding paid family and sick leave,RUIZ RAUL DR,1,occupation,"['__label__1', 0.996837317943573, '', '']","['__label__1', 0.996837317943573]","['', '']",1,0.996837317943573,,,for,0.9634258151054382,1,occupation
6176,6176,support us if youve saved payment information with actblue express,RUPPERSBERGER C,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9757966995239258,,
6177,6177, thanks to recent covid relief bill,RUPPERSBERGER C,13,public_health,"['__label__13', 1.0000100135803223, '', '']","['__label__13', 1.0000100135803223]","['', '']",13,1.0000100135803223,,,for,0.7778974771499634,13,public_health
6178,6178, rebuild greatest american economy ever,RUTHERFORD JOHN,2,economy ,"['__label__2', 0.9996179938316345, '', '']","['__label__2', 0.9996179938316345]","['', '']",2,0.9996179938316345,,,for,0.6167895793914795,2,economy 
6179,6179,fought for funding to rebuild communities in wake of deadly hurricanes,RUTHERFORD JOHN,2,economy ,"['__label__2', 0.9019306898117065, '', '']","['__label__2', 0.9019306898117065]","['', '']",2,0.9019306898117065,,,for,0.832649827003479,2,economy 
6180,6180,led effort to provide grant money for programs help veterans transition from active duty service to civilian life hr,RUTHERFORD JOHN,2,economy ,"['__label__2', 0.5621865391731262, '', '']","['__label__2', 0.5621865391731262]","['', '']",2,0.5621865391731262,,,for,0.7765390872955322,2,economy 
6181,6181, putting more money in pocket and creating more jobs in communities,RUTHERFORD JOHN,2,economy ,"['__label__2', 0.9073222279548645, '__label__1', 0.8311530351638794]","['__label__2', 0.9073222279548645]","['__label__1', 0.8311530351638794]",2,0.9073222279548645,,,against,0.6960211396217346,2,economy 
6182,6182,trust to fight for us and values in washington,RUTHERFORD JOHN,2,economy ,"['__label__2', 0.9855064153671265, '', '']","['__label__2', 0.9855064153671265]","['', '']",2,0.9855064153671265,,,for,0.9994962215423584,2,economy 
6183,6183,authored stop school violence act and got signed into law by president trump to make schools safer,RUTHERFORD JOHN,4,education,"['__label__4', 0.9883227348327637, '', '']","['__label__4', 0.9883227348327637]","['', '']",4,0.9883227348327637,,,for,0.6354637145996094,4,education
6184,6184,keep up with campaign,RUTHERFORD JOHN,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.7444263696670532,3,election 
6185,6185,pass out campaign materials,RUTHERFORD JOHN,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.647843062877655,3,election 
6186,6186,improving healthcare system,RUTHERFORD JOHN,5,healthcare,"['__label__5', 1.0000100135803223, '', '']","['__label__5', 1.0000100135803223]","['', '']",5,1.0000100135803223,,,for,0.8125298023223877,5,healthcare
6187,6187,supported increased funding for mental health initiatives and efforts to combat ptsd in veteran community,RUTHERFORD JOHN,5,healthcare,"['__label__2', 0.5698626637458801, '', '']","['__label__2', 0.5698626637458801]","['', '']",2,0.5698626637458801,,,for,0.9575384855270386,2,economy 
6188,6188,voted to fund building president trumps border wall,RUTHERFORD JOHN,9,immigration,"['__label__9', 0.9688661694526672, '', '']","['__label__9', 0.9688661694526672]","['', '']",9,0.9688661694526672,,,against,0.5455252528190613,9,immigration
6189,6189, secure borders and enforce immigration laws,RUTHERFORD JOHN,9,immigration,"['__label__9', 1.0000100135803223, '', '']","['__label__9', 1.0000100135803223]","['', '']",9,1.0000100135803223,,,for,0.9552413821220398,9,immigration
6190,6190,increase troop pay and give greater resources to protect us at home and abroad,RUTHERFORD JOHN,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8235811591148376,,
6191,6191,year career in law enforcement,RUTHERFORD JOHN,1,occupation,"['__label__6', 0.9481645226478577, '__label__1', 0.8962613940238953]","['__label__6', 0.9481645226478577]","['__label__1', 0.8962613940238953]",6,0.9481645226478577,,,against,0.7259018421173096,6,security_policy
6192,6192,capitol white house constituent tours,RUTHERFORD JOHN,6,security_policy,"['__label__6', 0.9986429810523987, '', '']","['__label__6', 0.9986429810523987]","['', '']",6,0.9986429810523987,,,against,0.5245895981788635,6,security_policy
6193,6193,supporting military veterans,RUTHERFORD JOHN,6,security_policy,"['__label__6', 1.0000100135803223, '', '']","['__label__6', 1.0000100135803223]","['', '']",6,1.0000100135803223,,,for,0.9872495532035828,6,security_policy
6194,6194,fbi national academy graduate,RUTHERFORD JOHN,6,security_policy,"['__label__6', 0.9994397163391113, '', '']","['__label__6', 0.9994397163391113]","['', '']",6,0.9994397163391113,,,for,0.8027926087379456,6,security_policy
6195,6195,united states armed forces protected people of nation for over years and must given resources need to jobs,SALI WILLIAM T,7,domestic_policy,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8879854679107666,,
6196,6196,must stop unsustainable government spending,SALI WILLIAM T,2,economy ,"['__label__2', 0.9896818399429321, '', '']","['__label__2', 0.9896818399429321]","['', '']",2,0.9896818399429321,,,for,0.8870159983634949,2,economy 
6197,6197,join mailing list for campaign updates,SALI WILLIAM T,3,election ,"['__label__3', 0.9996417164802551, '', '']","['__label__3', 0.9996417164802551]","['', '']",3,0.9996417164802551,,,for,0.6775611639022827,3,election 
6198,6198,corrupt politicians and bureaucrats need to pay for actions so begin to restore confidence and trust in government,SALI WILLIAM T,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8997098803520203,,
6199,6199,william studied law and international studies at university of south carolina and also holds degrees in international affairs and political science from george washington university,SALI WILLIAM T,8,foreign_policy,"['__label__8', 0.9908843636512756, '', '']","['__label__8', 0.9908843636512756]","['', '']",8,0.9908843636512756,,,for,0.6801565885543823,8,foreign_policy
6200,6200,stop illegal immigration,SALI WILLIAM T,9,immigration,"['__label__9', 1.0000100135803223, '', '']","['__label__9', 1.0000100135803223]","['', '']",9,1.0000100135803223,,,for,0.990531325340271,9,immigration
6201,6201,must fix broken immigration system and for all,SALI WILLIAM T,9,immigration,"['__label__9', 0.8740872144699097, '', '']","['__label__9', 0.8740872144699097]","['', '']",9,0.8740872144699097,,,for,0.9572315216064453,9,immigration
6202,6202, and stop sanctuary cities,SALI WILLIAM T,9,immigration,"['__label__9', 0.9981998205184937, '', '']","['__label__9', 0.9981998205184937]","['', '']",9,0.9981998205184937,,,for,0.9740853309631348,9,immigration
6203,6203,william began professional career as prosecutor in thirteenth circuit solicitors office in greenville,SALI WILLIAM T,1,occupation,"['__label__1', 0.7879412174224854, '', '']","['__label__1', 0.7879412174224854]","['', '']",1,0.7879412174224854,,,for,0.5372447967529297,1,occupation
6204,6204,proudly prolife and believe all life starts at conception,SALI WILLIAM T,0,social_policy,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.911048173904419,,
6205,6205,always stand with men and women honorably served nation in military,SALI WILLIAM T,0,social_policy,"['__label__6', 0.9073222279548645, '__label__0', 0.6150978803634644]","['__label__6', 0.9073222279548645]","['__label__0', 0.6150978803634644]",6,0.9073222279548645,,,against,0.5531461834907532,6,security_policy
6206,6206, johnny quickly learned value of honesty and hard work,SALLING JOHNNY RAY MR,2,economy ,"['__label__2', 0.9994029402732849, '', '']","['__label__2', 0.9994029402732849]","['', '']",2,0.9994029402732849,,,for,0.9994725584983826,2,economy 
6207,6207, and encouraging economic growth and job creation through innovation and manufacturing,SANCHEZ LINDA,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.767815887928009,,
6208,6208, providing safe and quality education for children,SANCHEZ LINDA,4,education,"['__label__4', 1.0000100135803223, '', '']","['__label__4', 1.0000100135803223]","['', '']",4,1.0000100135803223,,,for,0.9676777720451355,4,education
6209,6209, linda advocates for californias hardworking families,SANCHEZ LINDA,3,election ,"['__label__3', 0.9919480085372925, '', '']","['__label__3', 0.9919480085372925]","['', '']",3,0.9919480085372925,,,for,0.973703145980835,3,election 
6210,6210, linda snchez strong advocate for californias working families,SANCHEZ LINDA,3,election ,"['__label__3', 0.9850529432296753, '', '']","['__label__3', 0.9850529432296753]","['', '']",3,0.9850529432296753,,,for,0.9974854588508606,3,election 
6211,6211, and healthcare issues,SANCHEZ LINDA,5,healthcare,"['__label__5', 1.0000100135803223, '', '']","['__label__5', 1.0000100135803223]","['', '']",5,1.0000100135803223,,,for,0.9348424077033997,5,healthcare
6212,6212,with minimum wage on state of union agenda,SANCHEZ LINDA,1,occupation,"['__label__1', 0.9871888160705566, '', '']","['__label__1', 0.9871888160705566]","['', '']",1,0.9871888160705566,,,for,0.7156841158866882,1,occupation
6213,6213, fast food workers guests of honor,SANCHEZ LINDA,1,occupation,"['__label__1', 0.9988405108451843, '', '']","['__label__1', 0.9988405108451843]","['', '']",1,0.9988405108451843,,,for,0.5702016949653625,1,occupation
6214,6214,as cofounder and cochair of labor and working families caucus,SANCHEZ LINDA,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8400274515151978,,
6215,6215,champions policies to ensure workers safe on job,SANCHEZ LINDA,1,occupation,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9426118731498718,,
6216,6216, bring jobs back from overseas and pushing for policies ensure international trade agreements provide economic and employment opportunities for us companies and workers,SANCHEZ LINDA,1,occupation,"['__label__1', 0.7931159734725952, '', '']","['__label__1', 0.7931159734725952]","['', '']",1,0.7931159734725952,,,for,0.8909094333648682,1,occupation
6217,6217,take precautions to protect information,SANCHEZ LINDA,13,public_health,"['__label__13', 0.9963027834892273, '', '']","['__label__13', 0.9963027834892273]","['', '']",13,0.9963027834892273,,,for,0.6440699696540833,13,public_health
6218,6218,vote sangari office phone,SANGARI SARGIS,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.7768805623054504,3,election 
6219,6219,check vote information cook county,SANGARI SARGIS,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.6188761591911316,3,election 
6220,6220,check vote information,SANGARI SARGIS,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.6495022773742676,3,election 
6221,6221,check vote information chicago,SANGARI SARGIS,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.6266629695892334,3,election 
6222,6222,register to vote register to vote online,SANGARI SARGIS,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.7111361026763916,3,election 
6223,6223,israel assyrian biblical roots of eternal bond,SANGARI SARGIS,8,foreign_policy,"['__label__8', 0.9952548146247864, '', '']","['__label__8', 0.9952548146247864]","['', '']",8,0.9952548146247864,,,for,0.760854959487915,8,foreign_policy
6224,6224,maryland lawmakers announce emergency funding for baltimores most vulnerable,SARBANES JOHN P,2,economy ,"['__label__2', 1.0000100135803223, '', '']","['__label__2', 1.0000100135803223]","['', '']",2,1.0000100135803223,,,for,0.5422165989875793,2,economy 
6225,6225,maryland lawmakers announce emergency funding for baltimores most vulnerable william smink,SARBANES JOHN P,2,economy ,"['__label__2', 0.999254584312439, '', '']","['__label__2', 0.999254584312439]","['', '']",2,0.999254584312439,,,for,0.534521758556366,2,economy 
6226,6226,million in emergency federal funding to reimburse delivery of essential goods and shelter to city of baltimores most vulnerable residents,SARBANES JOHN P,2,economy ,"['__label__2', 0.9841036200523376, '', '']","['__label__2', 0.9841036200523376]","['', '']",2,0.9841036200523376,,,for,0.7632779479026794,2,economy 
6227,6227,in news sarbanes emphasizes election reform in meeting with howard county lawmakers,SARBANES JOHN P,3,election ,"['__label__3', 0.9046605229377747, '', '']","['__label__3', 0.9046605229377747]","['', '']",3,0.9046605229377747,,,against,0.6098969578742981,3,election 
6228,6228,sarbanes emphasizes election reform in meeting with howard county lawmakers,SARBANES JOHN P,3,election ,"['__label__3', 0.9886782765388489, '', '']","['__label__3', 0.9886782765388489]","['', '']",3,0.9886782765388489,,,against,0.6646216511726379,3,election 
6229,6229,just few of slew of election reform efforts included in legislation,SARBANES JOHN P,3,election ,"['__label__3', 0.9879562258720398, '', '']","['__label__3', 0.9879562258720398]","['', '']",3,0.9879562258720398,,,against,0.8658673167228699,3,election 
6230,6230,touted sweeping federal election overhaul to state legislators from howard county in wednesday morning meeting,SARBANES JOHN P,3,election ,"['__label__3', 0.7663036584854126, '', '']","['__label__3', 0.7663036584854126]","['', '']",3,0.7663036584854126,,,for,0.7052043080329895,3,election 
6231,6231,sarbanes emphasizes election reform in meeting with howard county lawmakers bennett leckrone,SARBANES JOHN P,3,election ,"['__label__3', 0.9908843636512756, '', '']","['__label__3', 0.9908843636512756]","['', '']",3,0.9908843636512756,,,against,0.6464749574661255,3,election 
6232,6232,in news sarbanes emphasizes election reform in meeting with howard county lawmakers march sarbanes emphasizes election reform in meeting with howard county lawmakers bennett leckrone,SARBANES JOHN P,3,election ,"['__label__3', 0.9911626577377319, '', '']","['__label__3', 0.9911626577377319]","['', '']",3,0.9911626577377319,,,against,0.6699860692024231,3,election 
6233,6233, health care or any critical issue,SARBANES JOHN P,5,healthcare,"['__label__5', 1.0000100135803223, '', '']","['__label__5', 1.0000100135803223]","['', '']",5,1.0000100135803223,,,for,0.8933808207511902,5,healthcare
6234,6234,cosponsor and vote for us term limits amendment of three house terms and two senate terms,SCHAFER WILLIAM,7,domestic_policy,"['__label__3', 0.6992644667625427, '', '']","['__label__3', 0.6992644667625427]","['', '']",3,0.6992644667625427,,,for,0.5609588027000427,3,election 
6235,6235,second amendment vote against any law or standard proposed limits right as individual to keep and bear arms,SCHAFER WILLIAM,7,domestic_policy,"['__label__7', 0.9715740084648132, '', '']","['__label__7', 0.9715740084648132]","['', '']",7,0.9715740084648132,,,against,0.9719929099082947,7,domestic_policy
6236,6236,push for local and state solutions to issues prior to seeking federal solutions unless directed by united states constitution,SCHAFER WILLIAM,7,domestic_policy,"['__label__7', 0.982567548751831, '', '']","['__label__7', 0.982567548751831]","['', '']",7,0.982567548751831,,,for,0.8342267274856567,7,domestic_policy
6237,6237, protect constitution,SCHAFER WILLIAM,7,domestic_policy,"['__label__7', 1.0000100135803223, '', '']","['__label__7', 1.0000100135803223]","['', '']",7,1.0000100135803223,,,against,0.5392012000083923,7,domestic_policy
6238,6238,united states constitution,SCHAFER WILLIAM,7,domestic_policy,"['__label__7', 1.0000100135803223, '', '']","['__label__7', 1.0000100135803223]","['', '']",7,1.0000100135803223,,,for,0.6510947346687317,7,domestic_policy
6239,6239,god places equal value upon all human beings regardless of circumstances surrounding conception,SCHAFER WILLIAM,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.9932888150215149,,
6240,6240, vote for balanced budget,SCHAFER WILLIAM,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.636130690574646,3,election 
6241,6241,as prolife advocates must also demonstrate care and concern for trauma victims,SCHAFER WILLIAM,3,election ,"['__label__3', 0.9755869507789612, '', '']","['__label__3', 0.9755869507789612]","['', '']",3,0.9755869507789612,,,for,0.9709704518318176,3,election 
6242,6242,view even best of career politicians created unfavorable view of congress and uncooperative environment of washington,SCHAFER WILLIAM,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.502740740776062,,
6243,6243,vote against any law or standard interferes with religion or free speech,SCHAFER WILLIAM,3,election ,"['__label__3', 0.9960646033287048, '', '']","['__label__3', 0.9960646033287048]","['', '']",3,0.9960646033287048,,,against,0.9953544735908508,3,election 
6244,6244,yourvoice elections series bill schafer for house ia,SCHAFER WILLIAM,3,election ,"['__label__3', 0.546748161315918, '', '']","['__label__3', 0.546748161315918]","['', '']",3,0.546748161315918,,,for,0.6081593632698059,3,election 
6245,6245,campaign corner interview,SCHAFER WILLIAM,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.6417632699012756,3,election 
6246,6246,interstate and international economic policies critical to economic growth and national security,SCHAFER WILLIAM,8,foreign_policy,"['__label__8', 0.9916942119598389, '', '']","['__label__8', 0.9916942119598389]","['', '']",8,0.9916942119598389,,,for,0.8648436069488525,8,foreign_policy
6247,6247,health care at federal level become complex issue,SCHAFER WILLIAM,5,healthcare,"['__label__5', 0.9173126816749573, '', '']","['__label__5', 0.9173126816749573]","['', '']",5,0.9173126816749573,,,for,0.829952597618103,5,healthcare
6248,6248,government agencies not overseeing healthcare execution,SCHAFER WILLIAM,5,healthcare,"['__label__5', 0.9961855411529541, '', '']","['__label__5', 0.9961855411529541]","['', '']",5,0.9961855411529541,,,against,0.8191943168640137,5,healthcare
6249,6249,work toward solutions favor health care decisions between families and health care professionals,SCHAFER WILLIAM,5,healthcare,"['__label__5', 1.0000100135803223, '', '']","['__label__5', 1.0000100135803223]","['', '']",5,1.0000100135803223,,,for,0.9486297965049744,5,healthcare
6250,6250,strong advocate of legal immigration reform,SCHAFER WILLIAM,9,immigration,"['__label__9', 1.0000100135803223, '', '']","['__label__9', 1.0000100135803223]","['', '']",9,1.0000100135803223,,,for,0.9976019859313965,9,immigration
6251,6251, requiring future immigrants to become american citizens and strongly encourage americans to enrich country with heritage,SCHAFER WILLIAM,9,immigration,"['__label__9', 0.9748311638832092, '', '']","['__label__9', 0.9748311638832092]","['', '']",9,0.9748311638832092,,,for,0.7426801919937134,9,immigration
6252,6252,with border secure and legal immigration policy strengthened in great position to debate status of current population of illegal immigrants within country,SCHAFER WILLIAM,9,immigration,"['__label__9', 0.9993221759796143, '', '']","['__label__9', 0.9993221759796143]","['', '']",9,0.9993221759796143,,,for,0.6946555376052856,9,immigration
6253,6253, and lower taxes drives job growth and family stability,SCHAFER WILLIAM,1,occupation,"['__label__1', 0.9679093360900879, '', '']","['__label__1', 0.9679093360900879]","['', '']",1,0.9679093360900879,,,for,0.9595093131065369,1,occupation
6254,6254,during military career opportunity to command in infantry at platoon,SCHAFER WILLIAM,1,occupation,"['__label__1', 0.9820237755775452, '', '']","['__label__1', 0.9820237755775452]","['', '']",1,0.9820237755775452,,,against,0.5933073163032532,1,occupation
6255,6255,military awards include most notably awards of bronze star for valor,SCHAFER WILLIAM,6,security_policy,"['__label__6', 0.9921941161155701, '', '']","['__label__6', 0.9921941161155701]","['', '']",6,0.9921941161155701,,,against,0.5788359045982361,6,security_policy
6256,6256,national security first most important role of federal government,SCHAFER WILLIAM,6,security_policy,"['__label__6', 0.9949496984481812, '', '']","['__label__6', 0.9949496984481812]","['', '']",6,0.9949496984481812,,,for,0.5114462375640869,6,security_policy
6257,6257,social welfare programs,SCHAFER WILLIAM,0,social_policy,"['__label__0', 0.9994742274284363, '', '']","['__label__0', 0.9994742274284363]","['', '']",0,0.9994742274284363,,,for,0.9120200276374817,0,social_policy
6258,6258, not default to abortion as solution but rather care for victims mental and physical health and offer avenues of choice for care of infant upon birth,SCHAFER WILLIAM,0,social_policy,"['__label__0', 0.9362950325012207, '', '']","['__label__0', 0.9362950325012207]","['', '']",0,0.9362950325012207,,,against,0.5293273329734802,0,social_policy
6259,6259, to make economy work for everyone and address poverty,SCHIFF ADAM,2,economy ,"['__label__2', 0.6859594583511353, '', '']","['__label__2', 0.6859594583511353]","['', '']",2,0.6859594583511353,,,for,0.9522653818130493,2,economy 
6260,6260,get free button pack spend,SCHIFF ADAM,2,economy ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.8516996502876282,,
6261,6261,no higher priority than ensuring economic growth,SCHIFF ADAM,2,economy ,"['__label__2', 0.9942797422409058, '', '']","['__label__2', 0.9942797422409058]","['', '']",2,0.9942797422409058,,,against,0.7903658151626587,2,economy 
6262,6262,also believe small businesses key engine of growth,SCHIFF ADAM,2,economy ,"['__label__2', 0.9679093360900879, '', '']","['__label__2', 0.9679093360900879]","['', '']",2,0.9679093360900879,,,for,0.9352927803993225,2,economy 
6263,6263, and fighting to end era of big money in politics by sponsoring constitutional amendment to overturn citizens united,SCHIFF ADAM,2,economy ,"['__label__2', 0.9890230894088745, '', '']","['__label__2', 0.9890230894088745]","['', '']",2,0.9890230894088745,,,for,0.8972775340080261,2,economy 
6264,6264,since election in congressman adam schiff worked to bring about transformational,SCHIFF ADAM,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7582077980041504,,
6265,6265, and right to vote for all americans,SCHIFF ADAM,3,election ,"['__label__3', 0.9993003606796265, '', '']","['__label__3', 0.9993003606796265]","['', '']",3,0.9993003606796265,,,for,0.517236053943634,3,election 
6266,6266,campaign office phone fax,SCHIFF ADAM,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.7013020515441895,3,election 
6267,6267,to email congressman schiff or campaign click,SCHIFF ADAM,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,for,0.7784416079521179,3,election 
6268,6268,adam schiff pencil pack adam schiff pencil pack regular price,SCHIFF ADAM,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.5254338383674622,,
6269,6269,campaign finance reform and voting,SCHIFF ADAM,3,election ,"['__label__3', 1.0000100135803223, '', '']","['__label__3', 1.0000100135803223]","['', '']",3,1.0000100135803223,,,against,0.7460721731185913,3,election 
6270,6270, adam schiff on front lines of struggle to protect and preserve democracy and uphold rule of law,SCHIFF ADAM,3,election ,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.7352252006530762,,
6271,6271, to confront urgent crisis of climate change and protect environment,SCHIFF ADAM,10,environment,"['__label__10', 1.0000100135803223, '', '']","['__label__10', 1.0000100135803223]","['', '']",10,1.0000100135803223,,,for,0.7701953649520874,10,environment
6272,6272,climate change and environment,SCHIFF ADAM,10,environment,"['__label__10', 1.0000100135803223, '', '']","['__label__10', 1.0000100135803223]","['', '']",10,1.0000100135803223,,,for,0.9670614004135132,10,environment
6273,6273, and rebalance foreign policy to emphasize human rights,SCHIFF ADAM,8,foreign_policy,"['__label__8', 0.6584275364875793, '', '']","['__label__8', 0.6584275364875793]","['', '']",8,0.6584275364875793,,,for,0.8981818556785583,8,foreign_policy
6274,6274, to make healthcare universal,SCHIFF ADAM,5,healthcare,"['__label__5', 0.9972090721130371, '', '']","['__label__5', 0.9972090721130371]","['', '']",5,0.9972090721130371,,,for,0.8827165961265564,5,healthcare
6275,6275, fighting for universal healthcare for all by cosponsoring medicare for all,SCHIFF ADAM,5,healthcare,"['__label__5', 1.0000100135803223, '', '']","['__label__5', 1.0000100135803223]","['', '']",5,1.0000100135803223,,,for,0.968999981880188,5,healthcare
6276,6276, since building of roads,SCHIFF ADAM,12,infra_transpo,"['__label__12', 1.0000100135803223, '', '']","['__label__12', 1.0000100135803223]","['', '']",12,1.0000100135803223,,,against,0.5564389228820801,12,infra_transpo
6277,6277, verdugo city and griffith park,SCHIFF ADAM,12,infra_transpo,"['__label__12', 1.0000100135803223, '', '']","['__label__12', 1.0000100135803223]","['', '']",12,1.0000100135803223,,,for,0.83807373046875,12,infra_transpo
6278,6278, wellpaying jobs at home,SCHIFF ADAM,1,occupation,"['__label__1', 0.9965265989303589, '', '']","['__label__1', 0.9965265989303589]","['', '']",1,0.9965265989303589,,,against,0.5990952849388123,1,occupation
6279,6279, decency matters mask right,SCHIFF ADAM,13,public_health,"['__label__13', 0.9984612464904785, '', '']","['__label__13', 0.9984612464904785]","['', '']",13,0.9984612464904785,,,for,0.9056430459022522,13,public_health
6280,6280, decency matters mask regular price,SCHIFF ADAM,13,public_health,"['__label__13', 0.9896818399429321, '', '']","['__label__13', 0.9896818399429321]","['', '']",13,0.9896818399429321,,,for,0.7404313683509827,13,public_health
6281,6281, decency matters mask,SCHIFF ADAM,13,public_health,"['__label__13', 1.0000100135803223, '', '']","['__label__13', 1.0000100135803223]","['', '']",13,1.0000100135803223,,,for,0.8138989210128784,13,public_health
6282,6282, and vicechair of house lgbtq equality caucus,SCHIFF ADAM,0,social_policy,"['__label__0', 0.9890230894088745, '', '']","['__label__0', 0.9890230894088745]","['', '']",0,0.9890230894088745,,,for,0.7118138670921326,0,social_policy
6283,6283,well aware of compromises made in constitutional convention,SCHWARTZBERG STEVE J,7,domestic_policy,"['__label__7', 0.9790457487106323, '', '']","['__label__7', 0.9790457487106323]","['', '']",7,0.9790457487106323,,,for,0.6510666012763977,7,domestic_policy
6284,6284, wilson wrote after constitution adopted,SCHWARTZBERG STEVE J,7,domestic_policy,"['__label__7', 0.9967369437217712, '', '']","['__label__7', 0.9967369437217712]","['', '']",7,0.9967369437217712,,,for,0.7922611832618713,7,domestic_policy
6285,6285,and took organization of trade unions,SCHWARTZBERG STEVE J,2,economy ,"['__label__2', 0.9973783493041992, '', '']","['__label__2', 0.9973783493041992]","['', '']",2,0.9973783493041992,,,for,0.7946038842201233,2,economy 
6286,6286,but many reasons to vote for social democratic leadership for illinois th district,SCHWARTZBERG STEVE J,3,election ,"['__label__3', 0.8872146010398865, '', '']","['__label__3', 0.8872146010398865]","['', '']",3,0.8872146010398865,,,against,0.9887835383415222,3,election 
6287,6287,running against globalism on behalf of america first,SCHWARTZBERG STEVE J,3,election ,"['__label__3', 0.9890230894088745, '', '']","['__label__3', 0.9890230894088745]","['', '']",3,0.9890230894088745,,,against,0.9964154958724976,3,election 
6288,6288,foreign policy for civility httpcontaccqgndq,SCHWARTZBERG STEVE J,8,foreign_policy,"['__label__8', 0.9908843636512756, '', '']","['__label__8', 0.9908843636512756]","['', '']",8,0.9908843636512756,,,for,0.7611469626426697,8,foreign_policy
6289,6289,universal health care httpcontaccydwyy,SCHWARTZBERG STEVE J,5,healthcare,"['__label__5', 1.0000100135803223, '', '']","['__label__5', 1.0000100135803223]","['', '']",5,1.0000100135803223,,,for,0.951642632484436,5,healthcare
6290,6290,welcome refugees and immigrants support planned parenthood follow australias example on guns,SCHWARTZBERG STEVE J,9,immigration,"['__label__9', 0.9790457487106323, '', '']","['__label__9', 0.9790457487106323]","['', '']",9,0.9790457487106323,,,for,0.9975599646568298,9,immigration
6291,6291,massive infrastructure investment httpcontaccqgzwfq,SCHWARTZBERG STEVE J,12,infra_transpo,"['__label__12', 0.9992778301239014, '', '']","['__label__12', 0.9992778301239014]","['', '']",12,0.9992778301239014,,,for,0.7020159959793091,12,infra_transpo
6292,6292, and womens rights movement,SCHWARTZBERG STEVE J,0,social_policy,"['__label__0', 1.0000100135803223, '', '']","['__label__0', 1.0000100135803223]","['', '']",0,1.0000100135803223,,,for,0.9870097041130066,0,social_policy
6293,6293, to even begin to make true for women,SCHWARTZBERG STEVE J,0,social_policy,"['', nan, '', nan]","['', nan]","['', nan]",,,,,for,0.945594072341919,,
6294,6294,second amendment could not clearer,SCHWEIKERT DAVID S,7,domestic_policy,"['__label__7', 0.9996640086174011, '', '']","['__label__7', 0.9996640086174011]","['', '']",7,0.9996640086174011,,,against,0.8927962779998779,7,domestic_policy
6295,6295,second amendment ensures all law abiding citizens right to protect and defend and loved ones,SCHWEIKERT DAVID S,7,domestic_policy,"['__label__7', 0.9937201142311096, '', '']","['__label__7', 0.9937201142311096]","['', '']",7,0.9937201142311096,,,for,0.6463137269020081,7,domestic_policy
6296,6296,fought to expand second amendment right,SCHWEIKERT DAVID S,7,domestic_policy,"['__label__7', 0.9994742274284363, '', '']","['__label__7', 0.9994742274284363]","['', '']",7,0.9994742274284363,,,for,0.7939702868461609,7,domestic_policy
